id;name;sex
15720;Georges Brul;M
27472;Matthus Demetz;M
6470;Laslo Babits;M
22092;Suzanne Cloutier;F
2395;Osvaldo Alcaide;M
1911;Fahad Al-Geaid;M
25823;Albert Dayer;M
3097;Maria Suelen Altheman;F
2560;Jaroslav Alexa;M
5806;Celal Atik (Doan-);M
25527;Jean Dauven;M
29035;Flix Dockx;M
22498;Carlos Coloma Nicols;M
27587;Henri Deniel;M
21366;Chua Bonhua;M
6154;Essam Awad;M
10120;Alexia Pamela Bentez Quijada;F
20699;Omero Chiesa;M
6517;Timothy Bach;M
10313;Gheorghe Berdar;M
23128;Dominique Cornu;M
25050;"Beatrice ""Bea"" Daly";F
20760;Judith Chime;F
14993;Erik Christiaan Breukink;M
18554;Edna Guadalupe Carrillo Torres;F
13236;Jean-Franois Bonnard;M
27898;Andrea Dettling;F
26098;Roberto De Franceschi;M
19562;Ahmed Chahrour;M
5268;Jos Javier Arqus Ferrer;M
1601;Vehbi Akda;M
15333;"Almuth ""Almut"" Brmmel";F
20586;Claude Chevalley;M
3478;Mohamed Ammi;M
23215;Marisa Cortesi;F
2778;Imre Alker;M
19649;Ludovic Chammartin;M
22372;Carol Colgan (Whipple-);F
18972;J. Raymond Castilloux;M
30000;Dorothy Ann Drew;F
4968;"Ermenegildo ""Gildo"" Arena";M
24064;Aleksandra Crvendaki;F
16999;Rafael Augusto Buzacarini;M
21569;Iva Ciglar;F
29507;Dorjkhandyn Khderbulga;M
9874;Houda Ben Daya;F
14356;Gregory Vaitl Greg Boyer;M
10038;Marijan Bene;M
8055;Jean Barr;M
10353;Sergey Mikhaylovich Berestovsky;M
2557;Stavros Alevras;M
11053;Hermann Betschart;M
18228;Kenneth Anton Carey;M
14348;James F. Boyde;M
24190;Antenore Cuel;M
22583;"Steven Lee ""Steve"" Combs";M
3682;Birk Anders;M
12347;Bernard Blondeau;M
9788;Irina Nikolayevna Belova (Ilyichova-);F
11196;Anant Ram Bhargava;M
7239;Jan Balej;M
9759;Raivis Belohvoiks;M
4356;Miguel ngel Angulo Valderrey;M
27944;Laishram Bombayla Devi;F
30232;Mariana Rog Duarte;F
7665;Vilikton Innokentyevich Barannikov;M
7359;Erzsbet Balogh (Nyri-);F
6491;Erasmo Arturo Baca Gonzlez;M
2546;Alessandra dos Santos de Oliveira;F
4755;Enrique Aquino Busquets;M
11145;Uwe Beyer;M
9331;Inge Moyel Beeken (Gregersen-Ettrup);F
7736;Karen A. Barber (-Pickavance);F
21638;Nicola Ciotti;M
24464;Simion Cuov;M
4933;"Aniekan Okon ""Koko"" Archibong";M
9957;Maximilian Benassi;M
22218;Ildio Sirgado Coelho Sirgado;M
26879;Jacques F. Debeur;M
19401;Matej Cernic;M
17625;Hilda May Cameron (-Young);F
10642;Flix Redondo Ades Redondo Bermudes;M
29482;Ilse Drffeldt;F
20880;Silvia Chivs Bar;F
11965;Arne Mollerup Blach;M
21353;Chu Gi-Yeong;M
4251;Imtiaz Anees;M
20327;Chen Yun-Ming;M
14913;Franois Bremer;M
17751;Trevor Campbell;M
25671;Charles Ditman Davis;M
12412;Serge Blusson;M
1213;Norisbeth Isais Agudo Gonzlez;F
15918;Torfi Bryngeirsson;M
19570;Thamer Chaim;M
5480;Junko Asari;F
28813;Adam Graham Dixon;M
9831;Boris Belyayev;M
23135;Adriana Faviola Corona Garca;F
31072;Konstantin Dyomin;M
1943;Dalal Masfir Al-Harith;F
24860;Dan Anders Hkan Dahlby;M
22469;Melissa Collins;F
22912;John Malcolm Coon;M
19665;Chan Chi Ming;M
3033;Jos Mara Alonso Allende y Allende;M
4979;Jacco Arends;M
15062;"James Gregory ""Jim"" Bridges";M
14125;"Fiona ""Fi"" Bourke";F
20438;Ivan Yuryevich Cherezov;M
17756;Ian Douglas Campbell-Gray;M
4742;Gillian Mary Apps;F
25819;"John Anthony ""Tony"" Day";M
10669;Krimo Bernaoui;M
3622;Yasemin Ecem Anagz;F
25548;Raijieli Daveua;F
16648;Hjalmar Eric Wilhelm Burman;M
7012;"Robert Oscar ""Bob"" Baker";M
21247;John Hansen Christensen;M
21561;Jn Cfka;M
13747;Harald Bosio;M
30999;Oldich Dvok;M
8517;Antnio de Almeida Bessone Basto;M
15767;Jean-Guy Brunet;M
17555;Sergio Andrs Camacho Redondo;M
17894;Hersony Gadiel Caneln Vera;M
216;Kamal Abdel Rehim;M
28641;Altan Diner;M
31085;Juan Carlos Pablo Dyrzka;M
19023;Reynaldo Manuel Castro;M
16913;David Derek Butler;M
1480;Franz Aigner;M
17237;Albert Cadot;M
23057;Francisco Crdova;M
12499;Jan Bobrovsk;M
24937;"Victor Thomas ""Tom"" Dakin";M
21994;Carlo Clemente;M
11392;Micha Bieniek;M
11803;Khrysa Biskitzi;F
27385;Rhonda Lynn DeLong;F
15646;Jos Carlos Bru Villareal;M
21160;Chou Yen-Sheng;M
22524;Filiberto Colon;M
19845;Hayley Chapman;F
3176;Luis lvarez de Cervera;M
5508;Sabina Asenjo lvarez;F
15447;Carolijn Marille Brouwer;F
9342;Katja Beer (-Wstenfeld);F
30258;Jean-Franois Dubessay;M
514;Ara Abrahamian;M
29128;Anna Maree Doig (-Daly);F
25687;Hannah Davis;F
361;Aybek Abdymomunov;M
9244;Kierre Beckles;F
3506;Marta Amors Romagosa;F
7767;Dario Barbosa;M
17140;Nuria Cabanillas Provencio;F
28892;Krystian Dugopolski;M
7428;Ivano Bamberghi;M
19900;Tabia Hasina Charles;F
21598;Luigi Cimnaghi;M
22770;Yvonne Conte;F
12736;Svetlana Vladimirovna Bogdanova;F
4467;John Anslow;M
8662;Sabine Christiane Bau;F
4420;Mame-Ibra Anne;M
17503;Andrs Roberto Calonge;M
2221;Dianne Marie Alagich;F
18604;Peter W. Carruthers;M
7486;H. Harihar Banerjee;M
20770;Abel Chimukoko;M
10699;Philip William Samuel Bernard;M
17129;Mauro Antonio Caballero Lpez;M
22650;Vincent Confait;M
8025;Thomas Gabriel Jrmie Baroukh;M
16501;Vladimir Valeryevich Bure;M
11368;Zofia Bielczyk (Filip-);F
7985;"Reginald Albert ""Reg"" Barnett";M
17358;Lorenzo Calafiore;M
12782;Tatyana Sergeyevna Bogomyagkova;F
20507;Faissal Cherradi;M
20250;Chen Qian;F
8546;"Douglas Scott ""Doug"" Bateman";M
10193;Denise Benning (-Reid);F
23901;Darryl Melwyn Cronje;M
1023;"Adriana ""Adrianinha"" Moiss Pinto";F
30523;Mikho Ivanov Dukov;M
8460;Estelle Jane Baskerville (-Diehl);F
22981;Mirosaw Piotr Copija;M
11324;Mohammad Bidarian;M
4492;Sandra Patricia Antelo Moreno;F
19354;Lino Cerati;M
4292;Michela Angeloni;F
30268;Alyona Viktorovna Dubitskaya (Grishko-);F
19619;Mussa Chamaune;M
21106;Velichko Cholakov;M
23352;"Candace ""Candy"" Costie (-Burke, -Merrill)";F
7946;Tobias Barnerssoi;M
22192;Maria Cocuzza;F
13037;"Cameron ""Cam"" Bolton";M
20366;Cheng Hui;F
30213;Emmanuel Duah;M
28901;Mariya Dmitriyenko;F
3297;Khayri Amar;M
4139;Antonio Andreu Asensi;M
22133;Violet Madeleine Cobb (Weston-, -McGovern);F
21256;Mogens Christensen;M
19391;Jiina ermkov (Hrabtov-);F
19093;Anua Ctun;F
11383;Iveta Bielikov;F
14432;Elisa Bozzo;F
28600;Rumen Dimitrov;M
24285;Brenda Cuming;F
4921;Simon David Archer;M
2808;Henry Aurlien Charles Allard;M
2015;Zamel Essa Al-Kuwari;M
23452;Andr Jules Marie Coumans;M
18926;Alphonse Castex;M
29646;Uwe Dotzauer;M
9318;Flix Bdouret;M
22578;Sabrina Comberlato;F
25389;Neslihan Demir Darnel;F
1714;Ime Akpan;F
3990;Sune Isidor Andersson;M
15592;"Ellison Myers ""Tarzan"" Brown";M
9925;Amar Ben Siffedine;M
12952;Alain Bolduc;M
21484;Jan Chytr;M
1528;Brahim Ait Sibrahim;M
29954;Sen Joseph Drea;M
2763;Ali Zurkanayevich Aliyev;M
22107;Beatrice Nicoleta Coad-Claru;F
13640;Antonel Boran;M
27771;Philippe Desavoye;M
28620;Jacques Dimont;M
12903;Jens Bojsen-Mller;M
27337;Alberto Della Beffa;M
2992;Anna Aleksandrovna Alminova;F
23211;Ramiro P. Corts Molteni;M
12880;Cristina Boi (-Sandru, -Parjol);F
11746;Kiara Bisaro;F
5830;Lorne Charles Atkinson;M
29526;"Norman William ""Bill"" Dornblaser";M
16230;Irvin Buhlalu;M
22475;Robert Anthony Collins;M
1195;Salvador Jos Milhazes Agra;M
21468;Vladimir Dorofeyevich Chuyan;M
16260;"Leendert ""Leen"" Buis";M
10335;Max Berendson Armas;M
30847;Marie-Pierre Duros (-Toudret);F
547;Nelli Mikhaylovna Abramova;F
13626;Jill Brresen;F
12352;Hctor Blondet Texidor;M
21872;Lanece Clarke;F
24443;Jos Cus Ferr;M
20504;Lydia Cheromei (-Kogo);F
16980;Nataliya Anatolyevna Butuzova;F
13290;Horace Robert Bonser;M
6094;Maksim Averin;M
24552;Jzefa Czerniawska-Pksa (-Konopka);F
17460;Leah Mariem Lorraine Callahan (-Ferguson);F
10449;Ilana Berger;F
27632;Michael Dennis;M
5781;Merdan Ataew;M
11596;Mathias Binder;M
28263;Jos Daniel Daz Robertti;M
23770;Milagros Crespo Valle;F
23254;Guillermo Cosio Snchez;M
18384;Samuel Carmona Heredia;M
30644;Evan Dunfee;M
9034;Amanda Ray Beard (-Brown);F
20304;Chen Ya-Li;F
13134;Nataliya Nikolayevna Bondarenko;F
8372;Andreas Barucha;M
26672;Charles Fernand Marie Joseph De Sorgher;M
23676;Deirdre Crampton;F
8661;Martin Bau;M
21362;Chu Yafei;M
20688;Chien Kok-Ching;M
11101;Jacek Beutler;M
15391;"Stephen Harrington ""Steve"" Brooks";M
30021;Yves Dreyfus;M
13124;Louise Frances V. Bond-Williams;F
5263;Michel Arpin;M
2950;Alberto Almanza Gonzlez;M
10027;Grega Benedik;M
1019;Selvyana Adrian-Sofyan;F
6304;Hrcules Azcune;M
5708;Giovanni Maria Astegiano;M
16339;"Jacob Eisse ""Jaap"" Bulder";M
4050;Marcia Yuleisi Andrades Mendoza;F
3922;Gustaf Emil Andersson;M
6290;Isabelle Azanga;F
31110;Kanyo Dzhambazov;M
28007;Alfredo Deza Ganoza;M
19199;Marie-Christine Cazier-Balo;F
24331;Colin Cunningham;M
10373;"Aki-Petteri Arvid ""Aki"" Berg";M
1050;Hansjrg Aemisegger;M
12421;Madonna Blyth;F
11681;Yakup Kadri Birinci;M
23799;"Ernest Frank ""Jack"" Cribb";M
6476;Jochen Babock;M
12224;Jeena Blaevia (-Jerova);F
14319;Fiona Boyce;F
10181;Paul Bennett;M
17281;Caitlin Kinder Cahow;F
3287;Akgul Charievna Amanmuradova;F
16651;Pedro Luiz Burmann de Oliveira;M
21396;Viktoriya Vasylivna Chuiko;F
8120;Isaac Barrientos Flores;M
24843;Monica Anja Dahl (-Bhm);F
9526;Djaffar Bel Hocine;M
17968;Aldo Canti;M
16395;Kstutis Bulota;M
11763;Sabine Bischoff (-Wolf);F
4143;"Arthur Lincoln ""Art"" Andrew";M
19090;Hans Cattini;M
16917;Frank Marchant Butler;M
17288;Cai Tianxiong;M
19412;Slavoj ern;M
11149;Lionel Beylot-Bourcelot;M
4654;Tomomi Aoki;F
9014;Jamie Beadsworth;M
6972;Kroly Bajk;M
23139;Luis Coronado Yalibat;M
22576;Oriol Combarros Vilaseca;M
18927;Josiane Castiau;F
592;Mohamed Ahmed Abu Ali;M
9944;Diego Orlando Benaglio;M
27029;Fikru Deguefu;M
17697;Darren Andrew Campbell;M
13807;Konstantinos Botasis;M
16056;Fritz Buchloh;M
27025;Yegor Andreyevich Degtyaryov;M
14258;Dianne Marie Bowering-Burge;F
26206;Marjolein de Jong;F
20748;Hctor Rubn Chiles Huaca;M
2716;Mudassar Ali Khan;M
30843;Stphanie Durocher;F
9819;Gennady Vladimirovich Belyakov;M
30207;Johan Du Preez;M
28622;Euripidis Dimosthenous;M
10932;Herberts Brtulsons;M
10168;"Gregory Sydney ""Greg"" Bennett";M
22422;Enrico Colli;M
30518;"Pamela Camille ""Pam"" Dukes (-Boyer, -Brown)";F
16247;Werner Bhse;M
17607;"Pedro Miguel ""Peter"" Camejo Guanche";M
7237;Natalie Bale;F
4478;Dana Antal;F
21069;Choi Su-Min;F
11306;Hubert Bichler;M
2574;Kineke Alicia Alexander;F
30825;Robert Dureville;M
26441;Flvio Andrade de Melo;M
21624;Constantin Ciocan;M
27935;Maurice Devne;M
21481;Heorhiy Chymerys;M
850;Herbert Adamski;M
26916;Ludwig Deckardt;M
25794;Merlyn Dawson;M
30565;Maria Magdalena Dumitrache;F
24912;Dai Qiuwa;F
19290;Siboniso Master Cele;M
23423;"Gerald Noel ""Gerry"" Coughlan";M
18777;Edoardo Casciano;M
8570;Slavcho Todorov Batinkov;M
30075;Mark Wilhelm Drontmann;M
29150;Adam Dolatowski;M
8559;Vladimir Batez;M
10641;Yanet Bermoy Acosta;F
24398;John Fletcher Currie;M
13147;Marianne Bonde Pedersen;F
12981;Shmagi Bolkvadze;M
17423;Antonio Calebotta;M
7739;Sara Katherine Barber (-Jenkins);F
14337;Malcolm Vivian Boyd;M
15818;Wilhelm Wulf Peter Brunner;M
13752;Miho Bokovi;M
1985;Mohamed Al-Kaledi;M
1874;Obeid Al-Dosari;M
29027;Virgil Dociu;M
12914;Jan Mauritz Boklv;M
14671;Karsten Brandt;M
18673;Guglielmo Carubbi;M
7187;Egl Balinait;F
25078;Adama Damballey;M
5298;"Jacob Joseph ""Jake"" Arrieta";M
3071;Andrey Igorevich Alshan;M
2310;Jos Manuel Albentosa Ferrer;M
1269;Jessica Carolina Aguilera Aguilera;F
23;Fritz Aanes;M
6761;Tadeusz Bafia;M
28885;Vusie Thomas Dlamini;M
18457;Leonard Griswold Carpenter;M
21438;Andrea Chupkov;F
15617;Mitchell Patrick Browne;M
19228;Andrea Ceccarini;M
27275;Blanca Isabel Delgado Plancarte;F
29937;Rok Draler;M
22332;Louise Cole (-Reeser);F
8004;Alizee Baron;F
30574;Liviu-Alexandru Dumitrescu-Lazar;M
1303;Manuel Agustn Peypoch;M
4581;Yaroslav Viktorovich Antonov;M
7994;"Eric Richard ""Enrico"" Barney";M
26858;Jack Gilroy Dearlove;M
20473;Vladislav Chernobay;M
14626;"Jos ""Brando"" Cndido de Campos";M
28433;Tivadar Dienes-hm;M
13273;Rgis Bonnissent;M
19384;Deniss erkovskis;M
17645;Paul Camilleri;M
10659;Mikhail Adamovich Bernadsky;M
8431;Muhammad Bashir;M
17691;Christine Marie Campbell;F
6367;Samir Azzimani;M
14827;Dominic Angelo Breazeale;M
5197;Jirka Arndt;M
10264;Macarena Benvenuto Gutirrez;F
13443;Armando Osvaldo Boretto Mazzara;M
16221;"Samuel Zanya ""Sam"" Bugri";M
30044;John Driscoll;M
20249;Chen Qi;M
31099;Ilona Dzelme (Grnberga-);F
29432;Richard Edward Donovan;M
6237;Peter Ayesu;M
26612;Henri Clment de Royer-Dupr;M
9890;Karem Ben Hnia;M
17139;Jos Mara Cabanillas Prosper;M
18369;Giovanni Carminucci;M
21950;"Jonathan Davis ""Jonny"" Clay";M
28618;"Penelope Ann ""Penny"" Dimmock (-Bennett)";F
23619;Sharon Cozzarin;F
12919;Marouane Al-Bokri;M
25874;Virna De Angeli (-Baldini-);F
16275;gota Bujdos;F
26420;Secondo De Marchi;M
1882;Jamal Ahmed Youssuf Al-Doseri;M
20588;Franck Chevallier;M
13256;Jacques Bonnet;M
5653;"Albert ""Bert"" Aspen";M
23134;Mara Paz Corominas Guerin;F
26597;Sophie de Ronchi;F
7080;Robin Bakker;M
23144;Bengt Christer Corpi;M
23472;Pierre Court;M
8185;Kevin Barry;M
5863;Kim Attlesey;F
4124;Frode Andresen;M
9351;Roy Johannes Henricus Beerens;M
16564;"Wilhelmina Maria ""Wil"" Burgmeijer (-Schenk)";F
7202;Filippo Baldassari;M
20095;Vyacheslav Vladimirovich Chechenev;M
9662;Abderzak Bella;M
31021;Aleksandr Igorevich Dyachenko;M
27152;Alessandro Enrico Del Torso;M
25448;Tuyana Norpolovna Dashidorzhiyeva;F
18748;Marco Casanova;M
25754;Nelson Amoiakovych Davydian;M
8909;John Manton Bayley;M
28349;"Robert Allen ""R. A."" Dickey";M
6136;Hennadiy Viktorovych Avramenko;M
18307;ystein Carlsen (-Lund Carlsen);M
20319;Chen Yongyan;F
8328;"Richard Walter ""Dick"" Barton";M
378;Angelik Abebame;F
7977;Allison Elena Barnett;F
13230;Gerd Bonk;M
11520;Govinda Billimogaputtaswamy;M
30918;Phillip Peter Dutton;M
306;Nabil Abdul Tahlak;M
11255;Juan Carlos Bianchi Pacheco;M
9203;Gustav Becker;M
10558;Lars Anders Bergstrm;M
22828;Sally Conway;F
7186;Serhat Balc;M
18042;Mario Capio;M
16523;Sheridan Christina Burge-Lopez;F
4856;Yukie Arata;F
27000;Jacques Lopold Degats;M
897;Lawrence Adegbeingbe;M
12161;Wolfgang Blankenau;M
9135;Andreas Bech;M
23490;Ren Courvoisier;M
11802;Enrico Bisio;M
26883;Lucien Debleyser;M
8804;Ji Baumruk;M
1593;Fahrettin Akba;M
22969;Haley Cope (-Clark);F
30521;Darko Duki;M
17570;"Mamadouba Resmu ""Maxime"" Camara";M
15341;Monika Bronicka;F
24459;John Edwin Cutler;M
7950;Brian J. Barnes;M
24274;Bernd Cullmann;M
16977;Dajana Butulija;F
16399;Michael Bultheel;M
12652;Grzegorz Bodziana;M
10694;Michael Bernard;M
10117;Jenifer del Carmen Bentez Bentez;F
12466;Dimitar Yanev Bobchev;M
9490;Tariku Bekele Beyecha;M
29324;"Christopher Lindsey ""Chris"" Donaldson";M
9918;Hichem Ben Romdhane;M
8472;Kudakwashe Basopo;F
20367;Cheng I-Ching;F
25442;Tuba Dademir-Kocaaa;F
18539;Ricardo Luis Carreras;M
28094;Daniele Joseph Di Pace;M
6668;Kristina Valterovna Bader;F
5999;Aldo Aureggi;M
28048;Dhurgham Ismail Dawoud Al-Quraishi;M
13600;Jean Laurent Robert Borotra;M
1570;Ali Akacha;M
26788;Roger De Wilde;M
11694;Lillian Birkenhead (-Pearce);F
27326;Johanne Delisle;F
5698;Alina (Galina-) Astafei (-Stavariu, -Kreiig);F
20884;Brett Chivers;M
19964;Chanice Chase-Taylor;F
10371;Igor Andreyevich Berezutsky;M
7596;Bao Jiaping;M
14585;Luca Riccardo Bramati;M
7427;Paul Bamber;M
19180;"Benedict Hutchinson ""Ben"" Cayenne";M
25646;Sharron Elizabeth Davies (-Crisp, -Redmond, -Kingston);F
24707;Joo Pedro Francisco da Silva;M
9629;"William James ""Bill"" Bell";M
19062;Elio Catola;M
12809;Max Willy Bhland;M
8681;Henri Baudrand;M
3407;Musa (Moses-) Obaid Amer (Kipkirui-);M
74;Mara Laura Abalo;F
15217;Gunnar Olof Sophus Broberg;M
15432;Bruno Broucqsault;M
12594;Meeri Annikki Bodelid (Jaako-);F
17340;Olcay akr;F
25099;Dominique Damiani;F
7864;Michal Barinka;M
7333;"Berendina ""Bea"" Ballintijn (-Stenersen)";F
17880;Juan Carlos Candisano Mera;M
7098;Bla Bakosi;M
30850;Norbert Drpisch;M
19762;Chang Jeng-Shyuang;M
16957;Francesco Butteri;M
3636;Mohsen Muhammad Abdul Mohsen Anany Youssef Mustapha;M
23310;Rui Alberto Faria da Costa;M
11286;Magdalena Beata Biaas (-Sarna);F
2051;Mohamed Kayed Al-Mohannadi ;M
9502;Fredrik Raaen Bekken;M
12123;Cuauhtmoc Blanco Bravo;M
2669;Barkat Ali;M
30136;Paul Drux;M
9028;Jeff Bean;M
23545;Phyllis Lindrea Covell (Howkins-);F
3530;Eduardo Ampudia Nio de Rivera;M
28708;Malick Diop;M
2816;Gilbert Raoul Allart;M
18518;Luis Andrs Carrasco Arena;M
10045;Andrea Benetti;M
21923;Henning Brunsgaard Clausen;M
15768;Jos Manuel Brunet;M
2385;"Christopher John ""Chris"" Albright";M
30514;Richard John Duke;M
13044;Anzor Adamovich Boltukayev;M
15229;Nils Hkan Brock;M
24465;Angela Cutrone;F
18937;Lidia Castillejo Soriano;F
22982;Pierre-Yves Copin;M
21342;Jerzy Chromik;M
16028;Markus Bchel;M
11510;Simonas Bilis;M
7015;David Baker;M
21521;Alessandro Ciceri;M
706;Guido Acklin;M
10340;Ern Bres;M
30836;Mria uriinov;F
15982;Vlastimil Bubnk;M
22854;Jason Cook;M
11550;Astra Biltauere (-Rubene);F
26715;Jean de Tillire;M
16274;ime Bujas;M
27608;Vladimir Mikhaylovich Denisov;M
310;Patmawati Abdul Wahid;F
27961;"Arthur Donovan ""Art"" Devlin";M
11395;Bernard Bienvenu;M
10078;Willy Lars-Erik Bengtsson;M
25693;Irving Cyril Davis;M
20008;Anastasiya Eduardovna Chaun;F
28747;"Terence Gilbert ""Terry"" Dischinger";M
17046;Byeon Jeong-Il;M
26073;Leonardo Gomes de Deus;M
27931;Nikia Hillarie Deveaux;F
16914;Dean William Butler;M
3040;Marino Alonso Monje;M
3611;An Zhongxin;F
6397;"Alexander German ""Sander"" Baart";M
6786;Faiq Barov;M
14431;Len A. Bozzi;M
2811;Roland Allard;M
3366;Massimo Ambrosini;M
9848;Rhadi Ben Abdesselam;M
16251;Bi Vn Hong;M
6468;Marian Babirecki;M
10109;Charles Bnitah;M
19969;Roger Chassat;M
10202;Tessa Benoit;F
1086;Madjid Aflaki Khamesh;M
9308;Agnieszka Bednarek (-Kasza);F
13691;Valeriy Pylypovych Borzov;M
20168;Chen Chih-Jung;M
7912;"Lazarus ""Lajarus"" Barla";M
30378;Juraj Dud;M
27256;Carlos Francisco Delfino;M
5596;Gabriele Askamp;F
3796;"Robert James Gilbert ""Bob"" Anderson";M
29686;"Gabrielle Christina Victoria ""Gabby"" Douglas";F
19010;Lilian Castro;F
3973;Per-Arne Andersson;M
6004;Philippe Aurox;M
4735;"Elizabeth ""Liz"" Appleby (-Levin)";F
8691;Anton-Martin Bauer;M
20696;Alberto Henri Chiesa;M
8594;Jean Batmale;M
606;Roberto Abugattas Aboino;M
21250;Klavs Jrn Christensen;M
19924;Vilma Belle Charlton;F
8560;Batgereliin Mngntuyaa;F
25491;Friedl Duber;M
10155;Audrey Ethel Bennett (-Banfield);F
6321;Hamid Mohamed Azim;M
16642;Nancy Burley (Hallam-);F
10317;Iosif Konstantinovich Berdiyev;M
28394;Michele Didoni;M
18170;Marino Cardelli;M
4426;Emile Anner;M
15638;Jaroslav Bro;M
24277;Janet Culp;F
24372;Carlos T. Curiel Galvn;M
1505;Joan Winnifred Airey (-Weedon);F
104;Gana Abba Kimet;M
21340;Stanisaw Chrobak;M
11198;Balwinder Kaur Bhatia;F
13280;Georgia Bonora;F
19396;Alena ernkov;F
3081;Tabea Lara Alt;F
3062;"Jose Mainor de los Angeles ""Minor"" Alpzar Campos";M
18417;"Johannes Hendrikus ""Hans"" Caro";M
1072;Yelena Aleksandrovna Afanasyeva (Vlasova-);F
170;Maha Abdalsalam Gouda;F
12022;Carol Blackwood;F
2104;Najim Al-Radwan;M
30081;Nili Drori;F
761;Gal Adam;M
24725;Mnica Caetano da Silva;F
13156;Edwina Claire Bone;F
12490;Jack Bobridge;M
19135;Louis Cavalli;M
31116;Zurab Dzhidzhishvili;M
26581;Ren de Ribaupierre;M
9329;Madelon Judith Beek;F
1369;Ibrahim Ahmad;M
11336;Dorota Bidoach (Stachowiak-);F
30826;Riaz Durgahed;M
25943;Lieuwe de Boer;M
9233;"James ""Jim"" Beckett";M
16092;Brodie Buckland;M
19318;Vid Cencic Cencic;M
13969;David Alasdair Boudia;M
28216;Adrin Daz Bronchud;M
17762;Ranieri Campello;M
14567;Edmond Pierre Ernest Braine;M
7615;Gottfried Br;M
19931;Somharuthai Charoensiri;F
12427;Kazimierz Franciszek Basiski;M
17856;Jos Joaquim Cancela;M
7680;Zbigniew Mateusz Baranowski;M
76;Jouan Patrice Abanda Etong;M
1953;Mohamed Amour Salah Al-Hashimi;M
2627;"Giovanni Battista ""Gianbattista"" Alfonsetti";M
14653;Terry Michael Brands;M
14704;Julius Helmut Braselmann;M
6365;Rachid Azzedine;M
28883;Sipho Dlamini;M
10836;Jens Ole Haldorff Berthelsen;M
27577;Deng Zhiwei;M
29437;Franz Donth;M
13127;Anatoliy Pavlovych Bondarchuk;M
15623;"Gregory Charles ""Greg"" Browning";M
30807;Kevin Wayne Durant;M
30167;Danny D'Souza;M
22202;Roman Codreanu;M
29190;Wilhelmus Johannes Doll;M
2911;Philip Whalley Allison;M
1432;Seppo Johannes Ahokainen;M
27071;"Berendina Johanna ""Bets"" Dekens (-de Vries)";F
12160;Jay Michael Blankenau;M
6540;Andrzej Bachleda-Curu, III;M
6567;Yury Kuzmich Bachurov;M
2924;Amandine Allou Affou;F
11350;Franz Biedermann;M
25833;Vukosava api;F
14725;"Velichko ""Velko"" Bratanov";M
23167;Emilio Correa Bayeaux;M
25865;Pedro Joo Rthe Marques de Almeida;M
8337;Kateina Bartoov;F
4115;Georgios Andreou;M
10643;Alejandro Bermdez Tamayo;M
6528;Enrico Bacher;M
28939;Ismnia do Frederico;F
12425;Wiesaw Piotr Bach;M
11668;Larry Joe Bird;M
25818;Tiffany Day;F
27893;Dina Detre;F
19086;Charles Catterall;M
12219;Jindich Blaek;M
10003;Mihaela Bene;F
21741;Per-Olof Claesson;M
28807;Joan Dix (-Jones);F
30239;Sophie Duarte;F
21433;Chung Th Thanh Lan;F
2499;Ruben Aleksanyan;M
2379;Brigitte Albrecht-Loretan;F
16649;Albert Proctor Burman;M
18586;"Nicole ""Nickey"" Carroll";F
24785;Ali Dad;M
28891;Kazimierz Dugopolski;M
12775;Vladimir Bogoevski;M
29692;"Herbert Paul ""Herb"" Douglas, Jr.";M
28442;Joke Dierdorp (-van Aalst);F
8698;Fritz Bauer;M
30440;John J. Duffy;M
8231;Jolanta Bartczak (-Maolepszy, -Skrzyszowska);F
1273;Lua del Mar Aguili Ribera;F
26035;Csar Ernesto de Cesare Grassi;M
10950;Viesturs Brzi;M
717;Leopoldo Acosta;M
27370;James Alfred Dellow;M
15186;Christian Brittig;M
2322;Flrin Albert;M
19149;Enzo Cavazzoni;M
4663;Fatima Aouam;F
20836;Oleg Vladimirovich Chiritsa;M
29245;Zardo Domenios;M
28292;Rodolfo Daz;M
29090;Sebastian Ioan Dogariu;M
13429;Louis John Bordo;M
3124;Dorin Alupei;M
63;Jos Luis Abajo Gmez;M
30910;Claudius Dutrive;M
1341;Johan Petter hln (Andersson-);M
24450;Juliet Jean Cuthbert;F
24764;Issaka Dabor;M
16690;"Arthur Leon ""Art"" Burns";M
23836;Albert Maximo Cristina;M
10955;Annemieke Marileen Bes;F
27132;Juan Martn del Potro;M
4989;Frank Arens;M
24879;Lisa Karolina Viktoria Dahlkvist;F
7064;Randi Nilsine Bakke (-Gjertsen);F
27332;Antonio Dell'Aquila;M
8969;Nadezhda Valeryevna Bazhina;F
24318;Maria Aurora Alves Cunha;F
23729;David William Crawshay;M
21679;Sorana Mihaela Crstea;F
23426;Natalie Anne Coughlin (-Hall);F
25028;Claus Dalpiaz;M
17541;Sandra Cam;F
22738;Luigi Consonni;M
22591;Adam David Commens;M
6442;Conrad Stanton Babcock, Jr.;M
8392;Mansour Barzegar;M
26138;Sergio De Gregorio;M
25726;Tracey Davis;F
30957;Boris Ivanovich Duyunov;M
27272;Flix Jess Delgado Garca;M
5046;Jhon Ramiro Arias Snchez;M
14497;Rebekah Dianne Bradford;F
15040;Sian Helen Brice (Pilling-);F
29702;Melvin Lavon Douglas;M
945;Mirza Adil;M
27076;Carel Willem Dekker;M
770;Marcus Adam;M
10598;Augustin Berjat;M
